หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,โครงการ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,Depth,D.Depth,Q,DD,SWL,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,พิกัดออกตก,พิกัดเหนือใต้,LATITUDE,LONGITUDE,สถานะข้อมูล
ง8322,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านคุณไพบูลย์,3,เขาพัง,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,,,,,,,,,WGS84,47,P,795684,1439264,13.00492503,101.72579478,อนุมัติ
ง8323,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ที่ทำการกลุ่มเกษตห้วยทับมอญ,2,ห้วยทับมอญ,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,10/3/2545 0:00:00,,,,,,,,,,WGS84,47,P,790547,1437855,12.99269067,101.67833899,อนุมัติ
ง8324,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านลุงสนั่น,04,สีระบัน,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,20/3/2545 0:00:00,,27.00,,,4.00,,,,,WGS84,47,P,789310,1442766,13.03716826,101.66741935,อนุมัติ
ง8325,2546,ไม่ระบุปีที่ดำเนินการ - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่95/5,5,ปากแพรก,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,,,,,7.00,,1.00,,,WGS84,47,P,790473,1445732,13.06384876,101.67842256,อนุมัติ
ง8326,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านนางสงบ,04,สีระบัน,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2541 0:00:00,,,,,,,,,,WGS84,47,P,787329,1441452,13.02548636,101.64904217,อนุมัติ
ง8327,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านนางวันทนา,5,ปากแพรก,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2538 0:00:00,,,,,7.50,,,,,WGS84,47,P,790158,1447212,13.0772473,101.67566433,อนุมัติ
ง8328,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่17 ม.4,04,สีระบัน,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/11/2541 0:00:00,,,,,,,,,,WGS84,47,P,788018,1441373,13.02470778,101.65538203,อนุมัติ
ง8330,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่43ม.7,7,เขาจันทร์,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,5/9/2537 0:00:00,,,,,,,,,,WGS84,47,P,792551,1439059,13.00337493,101.69691553,อนุมัติ
ง8335,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดชากกอไผ่,8,ในแถว,ชากบก,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2537 0:00:00,,30.00,,,,,,,,WGS84,47,P,752225,1413219,12.77349804,101.32324359,อนุมัติ
ง8337,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านแหลมเหียงเลยศาลาประชาคมประมาณ150เมตร,5,แหลมเหียง,หนองตะพาน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2537 0:00:00,,30.00,,,,,,,,WGS84,47,P,745916,1411391,12.75748561,101.26501669,อนุมัติ
ง8338,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านแหลมเหียง,5,แหลมเหียง,หนองตะพาน,บ้านค่าย,ระยอง,,ใช้การได้,,สูบมือโยก,,1/1/2537 0:00:00,,30.00,,,30.00,,,,,WGS84,47,P,745593,1411426,12.75782734,101.26204613,อนุมัติ
ง8340,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,51 ม2,02,เกาะ,หนองตะพาน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2542 0:00:00,,30.00,,,,,,,,WGS84,47,P,748537,1410181,12.74634455,101.28904573,อนุมัติ
ง8342,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,สวนสุขภาพ ม3,3,หนองตะพาน,หนองตะพาน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2537 0:00:00,,30.00,,,,,2.00,,,WGS84,47,P,746269,1409352,12.73903381,101.26810216,อนุมัติ
ง8343,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,หน้ารร.วัดบ้านเก่า,2,น้ำโลง,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2548 0:00:00,,,,,,,,,,WGS84,47,P,749024,1408217,12.72855976,101.29336888,อนุมัติ
ง8344,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,อู่รถใหม่,3,หนองตะพาน,หนองตะพาน,บ้านค่าย,ระยอง,,ใช้การได้,,สูบมือโยก,,1/1/2536 0:00:00,,,,,,,,,,WGS84,47,P,745838,1408495,12.73132412,101.26406614,อนุมัติ
ง8346,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,หน้ารร.วัดบ้านเก่า,2,น้ำโลง,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,,,,,,1.00,,,WGS84,47,P,748982,1408228,12.7286625,101.2929832,อนุมัติ
ง8347,2553,ปี 2553 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนวัดหนองคอกหมู,3,หนองคอกหมู,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2553 0:00:00,,30.00,,,,,,,,WGS84,47,P,751006,1411221,12.75554372,101.31185777,อนุมัติ
ง8350,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,หน้ารร.วัดบ้านเก่า,2,น้ำโลง,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,24.00,,,6.00,,1.00,,,WGS84,47,P,748955,1408236,12.72873694,101.29273533,อนุมัติ
ง8351,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,93/3,01,เก่า,ตาขัน,บ้านค่าย,ระยอง,,ใช้การได้,,,,1/1/2536 0:00:00,,,,,,,,,,WGS84,47,P,748720,1407844,12.72521369,101.29054054,อนุมัติ
ง8352,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,หน้ารร.วัดบ้านเก่า,2,น้ำโลง,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2548 0:00:00,,,,,6.20,,,,,WGS84,47,P,748949,1408244,12.7288097,101.29268076,อนุมัติ
ง8353,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,หน้ารร.วัดบ้านเก่า,2,น้ำโลง,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2548 0:00:00,,,,,,,,,,WGS84,47,P,748943,1408240,12.72877404,101.2926252,อนุมัติ
ง8354,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,หน้ารร.วัดบ้านเก่า,2,น้ำโลง,ตาขัน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,,,,7.50,,2.00,,,WGS84,47,P,748940,1408242,12.72879235,101.29259775,อนุมัติ
ง8355,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,11 ม1,1,ไผ่,หนองตะพาน,บ้านค่าย,ระยอง,,ใช้การได้,,สูบมือโยก,,1/1/2538 0:00:00,,,,,6.00,,,,,WGS84,47,P,747557,1409896,12.74384732,101.28000184,อนุมัติ
ง8356,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ศาลาประชาคม,4,คลองยายล้ำ,บ้านค่าย,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2538 0:00:00,,,,,,,1.00,,,WGS84,47,P,750967,1412714,12.76903683,101.31162132,อนุมัติ
ง8357,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดคลองน้ำแดง,1,คลองน้ำแดง,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2545 0:00:00,,60.00,,,,,,,,WGS84,47,P,758297,1435274,12.97226597,101.38101996,อนุมัติ
ง8358,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดคลองน้ำแดง,1,คลองน้ำแดง,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,80.00,,,,,1.00,,,WGS84,47,P,758346,1435361,12.97304788,101.38147886,อนุมัติ
ง8359,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,อาคารเอนกประสงค์,2,หนองอ้ายรื่น,ละหาร,ปลวกแดง,ระยอง,,ใช้การได้,,สูบมือโยก,,6/6/2548 0:00:00,,29.00,,,,,,,,WGS84,47,P,751400,1436728,12.98597718,101.3176013,อนุมัติ
ง8360,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านนายกำนัน,06,คลองซอง,หนองไร่,ปลวกแดง,ระยอง,,ใช้การได้,,สูบมือโยก,,1/1/2535 0:00:00,,45.00,,,,,,,,WGS84,47,P,755651,1442021,13.03344725,101.35721907,อนุมัติ
ง8361,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,148 ม3,3,หนองไร่,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,29/1/2545 0:00:00,,90.00,,,10.00,,1.00,,,WGS84,47,P,754660,1437763,,,อนุมัติ
ง8362,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,ศาลเจ้าหนองไร่,3,หนองไร่,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,60.00,,,,,1.00,,,WGS84,47,P,756050,1438878,13.0050168,101.36062686,อนุมัติ
ง8363,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนคลองน้ำแดง,1,คลองน้ำแดง,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2540 0:00:00,,60.00,,,6.10,,1.00,,,WGS84,47,P,758237,1435278,12.97230717,101.38046756,อนุมัติ
ง8364,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนหนองไร่,3,หนองไร่,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,10/7/2543 0:00:00,,40.00,,,,,,,,WGS84,47,P,753009,1439258,13.00870355,101.33263924,อนุมัติ
ง8365,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่33 ม6,06,คลองซอง,หนองไร่,ปลวกแดง,ระยอง,,ใช้การได้,,สูบมือโยก,,1/11/2538 0:00:00,,40.00,,,,,,,,WGS84,47,P,753962,1442690,13.03963292,101.34171178,อนุมัติ
ง8366,2552,ปี 2552 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนเขาคลองซอง,06,คลองซอง,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2552 0:00:00,,90.00,,,11.00,,,,,WGS84,47,P,753664,1442362,13.03669423,101.33893777,อนุมัติ
ง8367,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดบึงตาต้า,2,บึงตาต้า,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2543 0:00:00,,40.00,,,,,,,,WGS84,47,P,750421,1443225,13.04475995,101.3091249,อนุมัติ
ง8368,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,วัดบึงตาต้า,2,บึงตาต้า,หนองไร่,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2548 0:00:00,,100.00,,,8.10,,,,,WGS84,47,P,750373,1443181,13.04436634,101.30867886,อนุมัติ
ง8369,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดหมอมุ่ย,4,หมอมุ่ย,ละหาร,ปลวกแดง,ระยอง,,ใช้การได้,,สูบมือโยก,,1/1/2538 0:00:00,,29.00,,,,,,,,WGS84,47,P,754002,1435944,12.97867872,101.34150817,อนุมัติ
ง8370,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนบ้านนิคม 10,4,ชากมันเทศ,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2538 0:00:00,,28.00,,,,,,,,WGS84,47,P,739586,1429239,12.91925466,101.20815262,อนุมัติ
ง8371,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ที่ดินายเสวย,4,ชากมันเทศ,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,3/3/2540 0:00:00,,,,,,,,,,WGS84,47,P,739006,1429548,12.92209193,101.2028343,อนุมัติ
ง8372,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดแม่น้ำคู้,1,แม่น้ำคู้,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2540 0:00:00,,60.00,,,,,1.50,,,WGS84,47,P,746099,1425851,12.88812763,101.26787124,อนุมัติ
ง8373,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,205 ม1,1,แม่น้ำคู้,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,6/7/2540 0:00:00,,29.00,,,,,2.00,,,WGS84,47,P,744623,1426905,12.89776876,101.25436219,อนุมัติ
ง8374,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนนิคม 13,6,พัฒนาผัง 2,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2544 0:00:00,,30.00,,,,,,,,WGS84,47,P,739506,1424367,12.87523732,101.20702962,อนุมัติ
ง8375,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,82 ม6,6,พัฒนาผัง 2,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2540 0:00:00,,30.00,,,,,,,,WGS84,47,P,739959,1424653,12.87778644,101.21122446,อนุมัติ
ง8376,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,173 ม6,6,พัฒนาผัง 2,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2540 0:00:00,,30.00,,,,,,,,WGS84,47,P,739893,1424372,12.87525244,101.21059433,อนุมัติ
ง8377,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดถ้ำสุวรรณภูผา,01,ทรัพย์แสน,เขาน้อย,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,2/3/2545 0:00:00,,40.00,,,5.00,,,,,WGS84,47,P,788560,1437292,12.98779326,101.6599821,อนุมัติ
ง8378,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ปากซอยศึกษากิจ,01,ทรัพย์แสน,เขาน้อย,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบแกนนอน,,24/9/2540 0:00:00,,40.00,,,5.00,,1.00,,,WGS84,47,P,786245,1437021,12.98556276,101.63863229,อนุมัติ
ง8379,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่92/1,01,ทรัพย์แสน,เขาน้อย,เขาชะเมา,ระยอง,,ใช้การได้,,สูบมือโยก,,8/8/2543 0:00:00,,40.00,,,5.00,,,,,WGS84,47,P,786081,1437422,12.98920037,101.63715989,อนุมัติ
ง8380,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ปากซอยผลพัฒนา,01,ทรัพย์แสน,เขาน้อย,เขาชะเมา,ระยอง,,ใช้การได้,,สูบมือโยก,,1/11/2538 0:00:00,,40.00,,,,,,,,WGS84,47,P,784622,1439468,13.00781835,101.62391472,อนุมัติ
ง8381,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่100,01,ทรัพย์แสน,เขาน้อย,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,4/8/2544 0:00:00,,40.00,,,4.00,,1.00,,,WGS84,47,P,785777,1440008,13.01258838,101.63460622,อนุมัติ
ง8382,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเลขที่5,01,ทรัพย์แสน,เขาน้อย,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,4/8/2544 0:00:00,,40.00,,,,,,,,WGS84,47,P,785747,1441003,13.02157911,101.63442485,อนุมัติ
ง8391,2548,ปี 2548 - ไม่ระบุโครงการที่ดำเนินงาน,สำนักสงฆ์ทับกลาง,2,เนินสมบูรณ์,คลองปูน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,,,,,,3.00,,,WGS84,47,P,799277,1414035,12.77670041,101.75639432,อนุมัติ
ง8393,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,สำนักสงฆ์ทับกลาง,2,เนินสมบูรณ์,คลองปูน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,,,,,,2.00,,,WGS84,47,P,799261,1414017,12.77653936,101.75624532,อนุมัติ
ง8398,2549,ปี 2549 - ไม่ระบุโครงการที่ดำเนินงาน,ศูนย์ประมงน้ำจืด,3,ดอกกราย,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2549 0:00:00,,100.00,,,15.00,,,,,WGS84,47,P,740977,1426451,12.89395377,101.22074361,อนุมัติ
ง8399,2549,ปี 2549 - ไม่ระบุโครงการที่ดำเนินงาน,ศูนย์ประมงน้ำจืด,3,ดอกกราย,แม่น้ำคู้,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2549 0:00:00,,70.00,,,12.00,,,,,WGS84,47,P,740983,1426469,12.89411595,101.22080031,อนุมัติ
ง8501,2546,ไม่ระบุปีที่ดำเนินการ - ไม่ระบุโครงการที่ดำเนินงาน,พุทธมลฑล,3,เนินฆ้อ,เนินฆ้อ,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,,,,,10.00,,1.50,,,WGS84,47,P,787185,1407465,12.71849179,101.64449379,อนุมัติ
ง8562,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,หลังศาลากลาง,5,สำนักกะเบา,น้ำเป็น,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2544 0:00:00,,,,,,,,,,WGS84,47,P,796061,1424011,12.86711661,101.72776886,อนุมัติ
ง8567,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงรับซื้อทุเรียน,3,กระแสบน,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2535 0:00:00,,,,,5.53,,,,,WGS84,47,P,783676,1420555,12.83705952,101.61342152,อนุมัติ
ง8575,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,56 ม.7,7,เขาผักกูด,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/11/2541 0:00:00,,25.00,,,,,,,,WGS84,47,P,781648,1430558,12.92760641,101.59568247,อนุมัติ
ง8576,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,95 ร้านเจ้ตุ๊ก,04,ชากดอก,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2539 0:00:00,,20.00,,,,,,,,WGS84,47,P,784331,1423892,12.8671436,101.61976406,อนุมัติ
ง8577,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,14 ม.4,04,ชากดอก,กระแสบน,แกลง,ระยอง,,ใช้การได้,,สูบมือโยก,,20/6/2540 0:00:00,,20.00,,,3.88,,,,,WGS84,47,P,784649,1424802,12.8753346,101.62277738,อนุมัติ
ง8578,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,35 ม.7,7,เขาผักกูด,กระแสบน,แกลง,ระยอง,,ใช้การได้,,สูบมือโยก,,16/5/2540 0:00:00,,24.00,,,5.57,,,,,WGS84,47,P,780874,1433870,12.95759609,101.58886328,อนุมัติ
ง8585,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,20 ม.10,10,เนินไม้หอม,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,25/4/2534 0:00:00,,40.00,,,3.35,,,,,WGS84,47,P,785952,1424707,12.87435603,101.63476544,อนุมัติ
ง8589,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,12 ม.10,10,เนินไม้หอม,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2539 0:00:00,,35.00,,,,,,,,WGS84,47,P,786126,1424935,12.87639947,101.63638902,อนุมัติ
ง8592,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,142/1 ม.5,5,ยางงาม,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/6/2538 0:00:00,,,,,,,,,,WGS84,47,P,781543,1430370,12.92591774,101.59469793,อนุมัติ
ง8593,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ผู้ช่วยเสนาะ 102 ม.5,5,ยางงาม,กระแสบน,แกลง,ระยอง,เกษตร,ใช้การได้,,สูบมือโยก,,1/11/2543 0:00:00,,,,,,,,,,WGS84,47,P,781217,1429008,12.913644,101.59156875,อนุมัติ
ง8594,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,145 ม.5,5,ยางงาม,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/11/2540 0:00:00,,,,,,,,,,WGS84,47,P,781502,1429032,12.91383474,101.59419552,อนุมัติ
ง8595,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ประปาทุ่งเสาธง,5,ชากใน,พังราด,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2537 0:00:00,,,,,4.00,,,,,WGS84,47,P,801493,1411538,12.75393311,101.77654104,อนุมัติ
ง8596,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,72/2 ม.5,5,ชากใน,พังราด,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,,สูบมือโยก,,1/1/2537 0:00:00,,,,,3.50,,,,,WGS84,47,P,800885,1412164,12.75964603,101.77100796,อนุมัติ
